Date,Holiday,Functioning Day,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Hour,Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons
2017-03-12,0,1,0.0,0.0,0.0,1.0,5,32,3.9,75,1.9,914,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,6,13,3.4,86,2.5,278,0.0,1.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,7,22,3.1,91,1.2,129,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,8,85,3.2,92,1.8,244,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,9,152,3.5,91,1.8,231,0.02,2.5,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,10,200,4.4,89,2.2,257,0.24,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,11,273,5.1,87,1.4,321,0.25,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,12,333,5.8,85,1.7,349,0.43,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,13,495,6.8,81,1.9,390,0.6,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,14,563,7.6,76,1.2,422,0.69,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,15,621,8.0,73,1.6,433,0.53,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,16,598,7.6,77,1.6,399,0.2,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,17,545,6.7,82,1.5,358,0.05,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,18,443,6.0,84,1.9,327,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,19,422,5.7,85,1.7,309,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,20,397,5.2,87,1.4,253,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,21,385,4.7,87,1.2,247,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,22,350,4.3,89,1.8,201,0.0,0.0,0.0,Winter
2017-03-12,0,1,0.0,0.0,0.0,1.0,23,303,3.9,90,1.3,194,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,0,285,4.2,88,0.6,216,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,1,186,4.3,87,0.5,221,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,2,112,4.4,87,1.8,207,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,3,65,3.6,85,2.3,206,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,4,41,2.8,89,1.5,130,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,5,82,2.0,83,2.7,253,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,6,200,1.2,76,3.7,371,0.0,0.1,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,7,498,0.2,68,3.4,702,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,8,937,-0.8,69,3.5,954,0.01,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,9,509,-1.5,47,4.2,1888,0.22,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,10,311,-1.1,40,4.5,2000,0.64,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,11,379,-0.5,41,4.1,1799,0.94,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,12,393,-0.3,38,4.8,1823,1.11,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,13,391,0.0,30,5.4,1938,1.17,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,14,338,0.1,27,4.5,2000,1.09,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,15,341,-0.1,25,5.8,2000,0.88,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,16,375,-0.2,23,4.7,2000,0.55,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,17,515,-1.3,26,5.3,2000,0.18,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,18,807,-2.1,29,3.9,2000,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,19,568,-2.9,32,3.2,2000,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,20,398,-3.6,38,3.0,2000,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,21,397,-4.6,43,4.5,2000,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,22,353,-5.3,45,2.5,2000,0.0,0.0,0.0,Winter
2017-04-12,0,1,0.0,0.0,0.0,1.0,23,248,-5.8,44,2.4,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,0,216,-6.1,42,2.6,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,1,198,-6.5,41,2.8,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,2,124,-6.8,41,2.5,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,3,62,-6.9,39,2.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,4,42,-7.2,34,3.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,5,82,-7.4,33,2.6,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,6,172,-7.4,34,3.2,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,7,381,-7.5,33,2.2,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,8,812,-8.1,36,1.6,2000,0.01,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,9,462,-7.6,31,1.3,1974,0.21,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,10,269,-5.5,26,2.8,1967,0.64,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,11,334,-3.9,25,0.0,1959,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,12,321,-2.3,25,0.0,1962,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,13,325,-1.6,27,0.0,1955,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,14,334,-1.1,28,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,15,353,-0.7,28,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,16,435,-0.5,30,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,17,529,-1.6,35,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,18,789,-2.6,40,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,19,597,-3.2,45,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,20,418,-3.5,46,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,21,415,-3.7,47,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,22,393,-2.8,49,0.0,2000,0.0,0.0,0.0,Winter
2017-05-12,0,1,0.0,0.0,0.0,1.0,23,244,-2.5,59,0.0,1210,0.0,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,0,145,-2.8,77,0.0,331,0.0,0.1,0.1,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,1,144,-3.0,79,0.0,293,0.0,0.0,0.3,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,2,117,-3.0,79,0.0,1862,0.0,0.0,0.4,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,3,78,-3.2,78,0.0,1808,0.0,0.2,0.4,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,4,58,-3.4,75,0.0,1982,0.0,0.0,0.4,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,5,87,-3.6,76,0.0,1934,0.0,0.0,0.4,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,6,142,-3.7,76,0.0,1864,0.0,0.0,0.4,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,7,379,-4.2,77,0.0,1741,0.0,0.0,0.3,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,8,802,-4.2,78,0.0,1518,0.01,0.0,0.2,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,9,440,-3.3,70,0.0,1324,0.25,0.0,0.2,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,10,307,-0.9,64,0.0,1224,0.63,0.0,0.2,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,11,381,1.6,57,1.2,1261,0.93,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,12,405,2.4,52,0.9,1224,1.08,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,13,442,4.2,47,1.1,1469,1.1,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,14,416,5.5,34,1.0,1966,0.96,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,15,412,5.5,31,3.1,1968,0.72,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,16,496,5.3,37,2.9,2000,0.36,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,17,239,4.1,60,2.5,1565,0.1,0.0,0.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,18,204,1.7,90,1.0,66,0.0,0.3,0.3,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,19,205,1.2,92,0.7,180,0.0,0.0,1.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,20,190,1.2,94,0.6,228,0.0,0.0,1.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,21,165,1.1,92,0.5,235,0.0,0.7,1.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,22,222,1.3,92,0.6,233,0.0,0.0,1.0,Winter
2017-06-12,0,1,0.0,0.0,0.0,1.0,23,193,1.3,92,0.6,209,0.0,0.0,1.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,0,198,1.4,92,0.5,240,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,1,218,1.5,92,0.4,227,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,2,149,1.4,92,0.7,168,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,3,102,1.9,91,1.4,218,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,4,62,1.6,92,0.7,119,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,5,83,1.5,92,1.1,175,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,6,137,1.0,93,0.5,148,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,7,367,0.3,93,0.5,173,0.0,0.0,0.9,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,8,754,-0.2,96,0.8,173,0.01,0.0,0.8,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,9,415,0.1,91,0.8,265,0.14,0.0,0.8,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,10,321,1.1,83,0.7,311,0.41,0.0,0.7,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,11,333,2.3,69,1.7,628,0.63,0.0,0.6,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,12,431,3.7,65,2.4,833,0.98,0.0,0.3,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,13,394,4.1,37,3.1,1767,1.14,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,14,390,4.4,36,2.7,1975,1.04,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,15,430,4.0,35,3.1,1962,0.84,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,16,471,3.2,38,2.9,1817,0.51,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,17,552,2.1,50,2.0,1434,0.15,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,18,795,0.7,46,2.7,1558,0.0,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,19,507,-0.4,47,2.5,1269,0.0,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,20,390,-1.4,47,2.5,1620,0.0,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,21,402,-2.2,46,2.2,1975,0.0,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,22,389,-2.7,48,2.6,1844,0.0,0.0,0.0,Winter
2017-07-12,0,1,0.0,0.0,0.0,1.0,23,259,-3.2,50,2.1,1887,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,0,233,-3.5,49,2.6,1893,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,1,230,-3.7,50,2.5,1902,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,2,131,-4.3,53,1.0,1918,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,3,99,-4.8,52,1.6,1978,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,4,71,-5.3,53,2.4,1936,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,5,84,-5.8,56,2.0,1941,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,6,158,-6.0,56,3.5,1853,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,7,387,-6.5,57,0.8,1776,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,8,780,-7.0,59,0.8,1559,0.01,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,9,395,-6.7,50,0.9,1492,0.23,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,10,261,-5.3,44,2.8,1516,0.63,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,11,310,-3.7,39,1.4,1595,0.93,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,12,355,-2.0,30,1.4,1728,1.14,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,13,354,-1.7,28,1.8,1963,1.22,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,14,350,-1.3,27,3.1,1906,1.12,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,15,362,-0.8,26,3.3,1977,0.87,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,16,401,-1.1,24,3.4,2000,0.56,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,17,500,-2.4,30,2.7,2000,0.18,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,18,752,-3.1,33,1.2,2000,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,19,477,-3.3,35,1.1,2000,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,20,384,-3.3,34,1.5,2000,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,21,336,-3.3,35,0.5,2000,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,22,347,-3.4,39,1.2,2000,0.0,0.0,0.0,Winter
2017-08-12,0,1,0.0,0.0,0.0,1.0,23,275,-3.5,43,0.9,2000,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,0,267,-3.5,48,0.9,1967,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,1,296,-4.1,49,0.6,2000,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,2,237,-4.7,50,0.7,1983,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,3,169,-4.3,47,0.6,1992,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,4,96,-4.3,49,0.7,2000,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,5,56,-4.7,49,0.8,1999,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,6,76,-5.1,53,0.9,1975,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,7,127,-5.5,56,0.8,1950,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,8,222,-5.4,56,0.7,1940,0.01,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,9,291,-4.7,48,1.0,1784,0.23,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,10,273,-2.2,42,1.3,1646,0.61,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,11,351,0.0,45,1.1,1500,0.89,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,12,427,2.4,40,0.8,1809,1.05,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,13,431,3.9,36,2.0,1702,1.13,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,14,486,4.7,32,2.2,1948,1.06,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,15,569,5.2,30,2.0,1963,0.84,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,16,546,4.4,33,1.6,1963,0.4,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,17,481,3.5,37,1.8,1963,0.1,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,18,384,2.5,41,1.0,1974,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,19,275,1.5,48,0.4,1878,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,20,298,0.8,51,1.4,1848,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,21,321,-0.1,55,0.7,1654,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,22,289,-0.5,55,0.6,1655,0.0,0.0,0.0,Winter
2017-09-12,0,1,0.0,0.0,0.0,1.0,23,265,-0.1,54,1.3,1570,0.0,0.0,0.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,0,326,-0.2,55,1.0,1629,0.0,0.0,0.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,1,280,-0.2,54,0.5,1747,0.0,0.0,0.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,2,243,0.2,52,0.7,1726,0.0,0.0,0.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,3,169,0.3,53,0.5,1748,0.0,0.0,0.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,4,71,0.4,52,1.6,1816,0.0,0.0,0.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,5,13,0.3,74,1.0,178,0.0,0.0,0.7,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,6,9,-0.5,90,0.9,91,0.0,2.5,2.7,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,7,20,-0.4,92,1.1,121,0.0,0.0,4.0,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,8,35,-0.2,90,1.2,378,0.0,0.0,4.1,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,9,31,0.2,90,1.0,305,0.0,1.6,4.3,Winter
2017-10-12,0,1,0.0,0.0,0.0,1.0,10,19,0.5,91,0.4,143,0.0,0.0,4.3,Winter
