Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Day,Month,Year,WeekDay
-0.43196752240977027,20,-1.103714339463283,1.0202587385928845,-0.21704285977360252,0.7828413454633127,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,1,12,2017,5
-0.4645276482756603,21,-1.1455758595464227,1.118484530172896,-0.8925614955119693,0.4112921440672809,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,1,12,2017,5
-0.4753810235642903,22,-1.1539481635630506,1.2167103217529074,-0.21704285977360252,-0.09342292154591283,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,1,12,2017,5
-0.5916671873710404,23,-1.1874373796295623,1.2658232175429132,-0.6995561710152931,-0.28248556827398213,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,1,12,2017,5
-0.5839147764505903,0,-1.2292988997127021,1.4131619049129305,-0.603053508766955,-0.728015805346215,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.6149244201323903,1,-1.262788115779214,1.3640490091229247,-1.0855668200086457,-0.7345918974063218,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.6862466006005304,2,-1.3213942438956097,1.3640490091229247,-0.21704285977360252,-0.29728177540922235,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.8335424080890804,3,-1.3716280679953772,1.118484530172896,0.4584757759647645,-0.3548225809351565,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.9544800184481005,4,-1.396744980045261,1.0202587385928845,0.2654704514680881,-0.44359982374659773,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.9699848402890006,5,-1.4134895880785168,1.0202587385928845,-0.21704285977360252,-0.3860590182206636,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.9839391799458106,6,-1.4386065001284007,1.1675974259629018,0.3619731137164263,-0.4255155705813041,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.8661025339549705,7,-1.4469788041450289,1.118484530172896,0.7479837627097787,-0.26440131510868853,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.7529173345164004,8,-1.430234196111773,1.0202587385928845,0.3619731137164263,-0.0013576327044182146,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5839147764505903,9,-1.3213942438956097,0.4800168849028212,-0.1205401975252643,0.08248754106194296,-0.3097867697438045,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5746118833460503,10,-1.1120866434799108,-0.06022496878724208,-0.1205401975252643,-0.2101485556128078,0.2657881414841382,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.4908858454051903,11,-0.9195236510974678,-0.4531281351072881,0.0724651269714119,-0.050678323155218905,0.49601810597531526,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.3497919666530002,12,-0.7185883546983971,-0.8460313014273341,-0.4100481842702787,0.3767676607517204,0.599621589996345,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.15288072927357013,13,-0.5762591864157218,-1.0915957803773628,0.0724651269714119,0.564186284464763,0.6341560846700216,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.14512831835312012,14,-0.46741923419955844,-1.1407086761673686,-0.4100481842702787,0.8518903120944337,0.4845066077507564,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.17923892640310016,15,-0.44230232214967463,-0.8460313014273341,0.5549784382131023,0.8486022660643803,0.19671915213678504,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.13427494306449014,16,-0.5427699703492099,-0.5022410308972939,0.8444864249581169,0.8354500819441668,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.20559712353263015,17,-0.5762591864157218,-0.3549023435272766,0.7479837627097787,0.7466728391327255,-0.5860627271332169,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.3342871448121002,18,-0.6181207064988615,-0.2566765519472651,-0.21704285977360252,0.4277323742175478,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.4955372919574603,19,-0.6599822265820013,-0.30578944773727085,0.5549784382131023,0.3767676607517204,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5358498287438003,20,-0.6934714426485131,-0.3549023435272766,-0.5065508465186169,0.24360179653455855,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5079411494301803,21,-0.7353329627316529,-0.15845076036725358,-0.5065508465186169,0.01837064347590206,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5436022396642504,22,-0.7855667868314206,-0.20756365615725933,-0.21704285977360252,0.015082597445848682,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5249964534551703,23,-0.7437052667482809,-0.10933786457724784,-0.6995561710152931,-0.13945556596666014,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,2,12,2017,6
-0.5622080258733303,0,-0.7437052667482809,-0.011112072997236332,-0.3135455220219407,-0.23152085480815476,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.7405134770436804,1,-0.7520775707649088,0.5291297806928269,-0.024037535276926314,-1.5648235199948,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.7389629948595904,2,-0.8023113948646766,1.0202587385928845,-0.3135455220219407,-0.9976355798105921,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.9110665172935805,3,-0.7939390908480486,0.6273555722728384,-0.1205401975252643,-0.7000674140907613,-0.6551317164805701,0.3114120092412269,-0.17189109256898677,1,0,1,3,12,2017,7
-0.9746362868412706,4,-0.7855667868314206,0.72558136385285,-0.6995561710152931,-0.6195102863544535,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-1.0428575029412306,5,-0.7520775707649088,0.8238071554328614,0.1689677892197499,-0.8595376465483502,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-1.0723166644389406,6,-0.7939390908480486,1.3640490091229247,0.7479837627097787,-1.9051362841053248,-0.6551317164805701,0.75462390216619,-0.17189109256898677,1,0,1,3,12,2017,7
-1.0583623247821305,7,-0.8190560028979325,1.6096134880729536,-0.5065508465186169,-2.1500957133443017,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.9606819471844605,8,-0.8106836988813044,1.6587263838629593,0.0724651269714119,-1.9610330666162323,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.8567996408504305,9,-0.7855667868314206,1.6096134880729536,0.0724651269714119,-1.9824053658115792,-0.6321087200314524,2.0842595809410795,-0.17189109256898677,1,0,1,3,12,2017,7
-0.7823764960141104,10,-0.710216050681769,1.511387696492942,0.4584757759647645,-1.9396607674208852,-0.3788557590911576,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.6691912965755404,11,-0.6516099225653734,1.4131619049129305,-0.3135455220219407,-1.834443294459177,-0.36734426086659877,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.5761623655301403,12,-0.5930037944489778,1.314936113332919,-0.024037535276926314,-1.7884106500384298,-0.1601372928245394,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.32498425170756023,13,-0.5092807542826983,1.118484530172896,0.1689677892197499,-1.7210057064223356,0.035558176992961085,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.21955146318944016,14,-0.44230232214967463,0.8729200512228672,-0.5065508465186169,-1.6683969699414816,0.13916166101399072,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.12962349651222013,15,-0.4088131060831628,0.72558136385285,-0.1205401975252643,-1.650312716776188,-0.04502231057895083,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.16528458674629015,16,-0.44230232214967463,0.922032947012873,-0.1205401975252643,-1.7062094992870953,-0.424901751989393,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.24746014250306017,17,-0.5176530582993262,1.1675974259629018,-0.21704285977360252,-1.7736144429031897,-0.5975742253577757,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.40560932528024024,18,-0.5762591864157218,1.2658232175429132,0.1689677892197499,-1.824579156369017,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.43816945114613026,19,-0.6013760984656057,1.314936113332919,-0.024037535276926314,-1.8541715706394974,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.4769315057483803,20,-0.6432376185487454,1.4131619049129305,-0.3135455220219407,-1.946236859480992,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.4955372919574603,21,-0.6850991386318851,1.4131619049129305,-0.5065508465186169,-1.956100997571152,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.5498041684006103,22,-0.7185883546983971,1.511387696492942,0.0724651269714119,-2.03172605626238,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.6226768310528403,23,-0.7520775707649088,1.5605005922829478,-0.4100481842702787,-2.0432342173675666,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,3,12,2017,7
-0.6505855103664604,0,-0.7269606587150249,1.4622748007029363,-1.0855668200086457,-2.0070657110369794,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.8040832465913704,1,-0.7185883546983971,1.4131619049129305,-1.1820694822569837,-1.998845595961846,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.9188189282140306,2,-0.710216050681769,1.4131619049129305,0.0724651269714119,-2.02186191817222,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.9916915908662606,3,-0.7771944828147926,1.314936113332919,0.5549784382131023,-2.0235059411872465,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-1.0289031632844206,4,-0.8441729149478163,1.511387696492942,-0.21704285977360252,-2.1484516903292747,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.9653333937367305,5,-0.9111513470808399,1.2167103217529074,0.9409890872064551,-1.946236859480992,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.7823764960141104,6,-0.9781297792138636,0.8729200512228672,1.9060157096898362,-1.7522421437078426,-0.6551317164805701,-0.043157505098743554,-0.17189109256898677,1,0,1,4,12,2017,1
-0.3203328051552902,7,-1.061852819380143,0.4800168849028212,1.6165077229448217,-1.2080705257340083,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
0.3603288736602201,8,-1.1455758595464227,0.5291297806928269,1.71301038519316,-0.7937767259472827,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.3032775011303002,9,-1.2041819876628181,-0.5513539266872997,2.388529020931527,0.7417407700876455,-0.40187875554027536,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.6102729735801203,10,-1.1706927715963065,-0.8951441972173398,2.678037007676541,0.9258713477706347,0.08160416989119654,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.5048401850620003,11,-1.1204589474965387,-0.8460313014273341,2.292026358683188,0.5954227217502701,0.42694911662796203,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.4831334344847403,12,-1.103714339463283,-0.9933699887973514,2.967544994421555,0.6348792741109107,0.6226445864454627,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.4862343988529203,13,-1.078597427413399,-1.3862731551173975,3.546560967911584,0.82394192083898,0.6917135757928157,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.5684099546096903,14,-1.070225123396771,-1.5336118424874146,2.678037007676541,0.9258713477706347,0.599621589996345,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.5637585080574203,15,-1.0869697314300268,-1.631837634067426,3.9325716169049363,0.9258713477706347,0.35788012728060903,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.5110421137983603,16,-1.0953420354466548,-1.7300634256474376,2.8710423321732175,0.9258713477706347,-0.0219993141298331,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.2939746080257602,17,-1.1874373796295623,-1.5827247382774203,3.4500583056632457,0.9258713477706347,-0.4479247484385107,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
0.15876618972852002,18,-1.2544158117625859,-1.4353860509074032,2.0990210341865123,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.21179905226899018,19,-1.3213942438956097,-1.288047363537386,1.4235023984481456,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.4753810235642903,20,-1.380000372012005,-0.9933699887973514,1.2304970739514693,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.4769315057483803,21,-1.4637234121782847,-0.7478055098473226,2.678037007676541,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.5451527218483403,22,-1.5223295402946804,-0.6495797182673111,0.7479837627097787,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.7079533511777905,23,-1.56419106037782,-0.6986926140573169,0.6514811004614405,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,4,12,2017,1
-0.7575687810686704,0,-1.589307972427704,-0.7969184056373284,0.8444864249581169,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.7854774603822905,1,-1.6227971884942156,-0.8460313014273341,1.0374917494547928,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.9002131420049505,2,-1.6479141005440996,-0.8460313014273341,0.7479837627097787,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.9963430374185306,3,-1.6562864045607277,-0.9442570930073456,0.2654704514680881,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-1.0273526811003306,4,-1.6814033166106115,-1.1898215719573744,1.2304970739514693,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.9653333937367305,5,-1.6981479246438673,-1.2389344677473801,0.8444864249581169,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.8257899971686304,6,-1.6981479246438673,-1.1898215719573744,1.4235023984481456,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.5017392206938203,7,-1.7065202286604952,-1.2389344677473801,0.4584757759647645,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
0.16651860064897,8,-1.756754052760263,-1.0915957803773628,-0.1205401975252643,0.9258713477706347,-0.6436202182560112,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.37615016378253024,9,-1.7148925326771234,-1.3371602593273917,-0.4100481842702787,0.8831267493799408,-0.4133902537648342,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.6753932253119004,10,-1.5390741483279362,-1.5827247382774203,1.0374917494547928,0.871618588274754,0.08160416989119654,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.5746118833460503,11,-1.405117284061889,-1.631837634067426,-1.6645827934986743,0.8584664041545405,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.5947681517392204,12,-1.2711604197958417,-1.631837634067426,-1.6645827934986743,0.8633984731996205,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.5885662230028603,13,-1.212554291679446,-1.5336118424874146,-1.6645827934986743,0.8518903120944337,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.5746118833460503,14,-1.1706927715963065,-1.484498946697409,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.5451527218483403,15,-1.1372035555297946,-1.484498946697409,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.4180131827529603,16,-1.1204589474965387,-1.3862731551173975,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.2722678574485002,17,-1.212554291679446,-1.1407086761673686,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
0.13085751041489999,18,-1.2962773318457257,-0.8951441972173398,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.16683506893038014,19,-1.3465111559454934,-0.6495797182673111,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.44437137988249026,20,-1.3716280679953772,-0.6004668224773053,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.44902282643476027,21,-1.3883726760286332,-0.5513539266872997,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.4831334344847403,22,-1.3130219398789815,-0.4531281351072881,-1.6645827934986743,0.9258713477706347,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.7141552799141504,23,-1.2879050278290978,0.03800082279276942,-1.6645827934986743,-0.37290683410045006,-0.6551317164805701,-0.13179988368373619,-0.17189109256898677,1,0,1,5,12,2017,2
-0.8676530161390605,0,-1.3130219398789815,0.922032947012873,-1.6645827934986743,-1.8180030643089102,-0.6551317164805701,-0.043157505098743554,0.05708791760502845,1,0,1,6,12,2017,3
-0.8692034983231505,1,-1.3297665479122376,1.0202587385928845,-1.6645827934986743,-1.8804759388799244,-0.6551317164805701,-0.13179988368373619,0.5150459379530589,1,0,1,6,12,2017,3
-0.9110665172935805,2,-1.3297665479122376,1.0202587385928845,-1.6645827934986743,0.6989961716969516,-0.6551317164805701,-0.13179988368373619,0.7440249481270741,1,0,1,6,12,2017,3
-0.9715353224730905,3,-1.3465111559454934,0.9711458428028787,-1.6645827934986743,0.6102189288855103,-0.6551317164805701,0.04548487348624908,0.7440249481270741,1,0,1,6,12,2017,3
-1.0025449661548906,4,-1.3632557639787493,0.8238071554328614,-1.6645827934986743,0.8962789335001543,-0.6551317164805701,-0.13179988368373619,0.7440249481270741,1,0,1,6,12,2017,3
-0.9575809828162806,5,-1.380000372012005,0.8729200512228672,-1.6645827934986743,0.8173658287788732,-0.6551317164805701,-0.13179988368373619,0.7440249481270741,1,0,1,6,12,2017,3
-0.8723044626913304,6,-1.3883726760286332,0.8729200512228672,-1.6645827934986743,0.7022842177270049,-0.6551317164805701,-0.13179988368373619,0.7440249481270741,1,0,1,6,12,2017,3
-0.5048401850620003,7,-1.430234196111773,0.922032947012873,-1.6645827934986743,0.5000693868787222,-0.6551317164805701,-0.13179988368373619,0.5150459379530589,1,0,1,6,12,2017,3
0.15101377880807001,8,-1.430234196111773,0.9711458428028787,-1.6645827934986743,0.13345225452777035,-0.6436202182560112,-0.13179988368373619,0.2860669277790437,1,0,1,6,12,2017,3
-0.41026077183251025,9,-1.3548834599621213,0.5782426764828327,-1.6645827934986743,-0.18548821038740745,-0.36734426086659877,-0.13179988368373619,0.2860669277790437,1,0,1,6,12,2017,3
-0.6164749023164804,10,-1.1539481635630506,0.2835653017427982,-1.6645827934986743,-0.3498905118900764,0.07009267166663768,-0.13179988368373619,0.2860669277790437,1,0,1,6,12,2017,3
-0.5017392206938203,11,-0.9446405631473518,-0.06022496878724208,-0.5065508465186169,-0.2890616603340889,0.4154376184034033,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.4645276482756603,12,-0.8776621310143281,-0.30578944773727085,-0.7960588332636312,-0.3498905118900764,0.5881100917717862,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.4071598074643303,13,-0.7269606587150249,-0.5513539266872997,-0.603053508766955,0.05289512679146254,0.6111330882209038,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.4474723442506703,14,-0.6181207064988615,-1.1898215719573744,-0.6995561710152931,0.8699745652597273,0.4499721130770798,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.4536742729870303,15,-0.6181207064988615,-1.3371602593273917,1.3269997361998076,0.8732626112897807,0.17369615568766733,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.3234337695234702,16,-0.6348653145321175,-1.042482884587357,1.133994411703131,0.9258713477706347,-0.2407177803964514,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.7219076908346004,17,-0.7353329627316529,0.08711371858277517,0.7479837627097787,0.21072133623402475,-0.5400167342349815,-0.13179988368373619,-0.17189109256898677,1,0,1,6,12,2017,3
-0.7761745672777505,18,-0.9362682591307239,1.5605005922829478,-0.6995561710152931,-2.253669163290983,-0.6551317164805701,0.13412725207124168,0.5150459379530589,1,0,1,6,12,2017,3
-0.7746240850936604,19,-0.9781297792138636,1.6587263838629593,-0.9890641577603075,-2.0662505395779402,-0.6551317164805701,-0.13179988368373619,2.117899009171165,1,0,1,6,12,2017,3
-0.7978813178550105,20,-0.9781297792138636,1.7569521754429707,-1.0855668200086457,-1.9873374348566593,-0.6551317164805701,-0.13179988368373619,2.117899009171165,1,0,1,6,12,2017,3
-0.8366433724572605,21,-0.9865020832304915,1.6587263838629593,-1.1820694822569837,-1.9758292737514724,-0.6551317164805701,0.4886967664112121,2.117899009171165,1,0,1,6,12,2017,3
-0.7482658879641304,22,-0.9697574751972355,1.6587263838629593,-1.0855668200086457,-1.9791173197815257,-0.6551317164805701,-0.13179988368373619,2.117899009171165,1,0,1,6,12,2017,3
-0.7932298713027405,23,-0.9697574751972355,1.6587263838629593,-1.0855668200086457,-2.0185738721421664,-0.6551317164805701,-0.13179988368373619,2.117899009171165,1,0,1,6,12,2017,3
-0.7854774603822905,0,-0.9613851711806076,1.6587263838629593,-1.1820694822569837,-1.967609158676339,-0.6551317164805701,-0.13179988368373619,1.8889199989971501,1,0,1,7,12,2017,4
